t1,t2,t3,style,k,theta0_deg,source
C,CT1,CT1,quadratic,52,108,
C,CT1,CT2,quadratic,52,108,
C,CT1,CT2A,quadratic,52,108,
C,CT1,CT3,quadratic,52,108,
C,CT1,HA1,quadratic,33,109.5,
C,CT1,HB1,quadratic,50,109.5,
C,CT1,NH1,quadratic,50,107,
C,CT1,NH2,quadratic,50,107,
C,CT1,NH3,quadratic,43.700000000000003,110,
C,CT2,CT2,quadratic,52,108,
C,CT2,HA2,quadratic,33,109.5,
C,CT2,HB2,quadratic,50,109.5,
C,CT2,NH1,quadratic,50,107,
C,CT2,NH2,quadratic,50,107,
C,CT2,NH3,quadratic,43.700000000000003,110,
C,CT2,OPE,quadratic,45,111.5,
C,CT3,HA3,quadratic,33,109.5,
C,N,CP1,quadratic,60,117,
C,N,CP3,quadratic,60,117,
C,N,CT3,quadratic,42,119.5,
C,NC2,CT2,quadratic,62.299999999999997,120,
C,NC2,CT3,quadratic,62.299999999999997,120,
C,NC2,HC,quadratic,49,120,
C,NH1,CT1,quadratic,50,120,
C,NH1,CT2,quadratic,50,120,
C,NH1,CT3,quadratic,50,120,
C,NH1,H,quadratic,34,123,
CA,CA,CA,quadratic,40,120,
CA,CA,CAI,quadratic,40,120,
CA,CA,CD,quadratic,45,120,
CA,CA,CPT,quadratic,50,113.2,
CA,CA,CT2,quadratic,45.799999999999997,122.3,
CA,CA,CT3,quadratic,45.799999999999997,122.3,
CA,CA,H,quadratic,30,120,
CA,CA,HGP1,quadratic,52,115,
CA,CA,HP,quadratic,30,120,
CA,CA,NCH2,quadratic,42,120,
CA,CA,NN,quadratic,48,122,
CA,CA,OC,quadratic,40,120,
CA,CA,OH1,quadratic,45.200000000000003,120,
CA,CA,S,quadratic,40,122.3,
CA,CA,cae,quadratic,90,90,
CA,CA,hiff,quadratic,37,120,
CA,CAI,CAI,quadratic,40,120,
CA,CAI,CPT,quadratic,50,113.2,
CA,CAI,HP,quadratic,30,120,
CA,CD,OB,quadratic,45,120,
CA,CD,OH1,quadratic,45,120,
CA,CPT,CPT,quadratic,50,110,
CA,CPT,CY,quadratic,130,133.5,
CA,CPT,NY,quadratic,130,129.5,
CA,CT2,CT1,quadratic,51.799999999999997,107.5,
CA,CT2,CT3,quadratic,51.799999999999997,107.5,
CA,CT2,HA2,quadratic,49.299999999999997,107.5,
CA,CT3,HA3,quadratic,49.299999999999997,107.5,
CA,CY,CPT,quadratic,85,106.40000000000001,
CA,CY,CT2,quadratic,30,127,
CA,CY,CT3,quadratic,30,127,
CA,CY,HP,quadratic,32,126.40000000000001,
CA,NCH2,CT3,quadratic,30.5,109.7,
CA,NN,NN,quadratic,60,112,
CA,NY,CPT,quadratic,85,112,
CA,NY,H,quadratic,28,126,
CA,OH1,H,quadratic,65,108,
CA,S,HS,quadratic,43,95,
CA,S,OC,quadratic,85,98,
CAI,CA,HP,quadratic,30,120,
CAI,CPT,CPT,quadratic,50,110,
CAI,CPT,CY,quadratic,130,133.5,
CAI,CPT,NY,quadratic,130,129.5,
CAI,NY,H,quadratic,28,126,
CC,CP1,CP2,quadratic,52,112.3,
CC,CP1,HB1,quadratic,50,112,
CC,CP1,N,quadratic,50,108.2,
CC,CP1,NP,quadratic,50,106,
CC,CT1,CS,quadratic,52,108,
CC,CT1,CT1,quadratic,52,108,
CC,CT1,CT2,quadratic,52,108,
CC,CT1,CT2A,quadratic,52,108,
CC,CT1,CT3,quadratic,52,108,
CC,CT1,HA1,quadratic,33,109.5,
CC,CT1,HB1,quadratic,50,109.5,
CC,CT1,NH1,quadratic,50,107,
CC,CT1,NH3,quadratic,43.700000000000003,110,
CC,CT1,OH1,quadratic,75.700000000000003,110.09999999999999,
CC,CT2,CT1,quadratic,52,108,
CC,CT2,CT2,quadratic,52,108,
CC,CT2,CT2A,quadratic,52,108,
CC,CT2,CT3,quadratic,52,108,
CC,CT2,HA2,quadratic,33,109.5,
CC,CT2,HB2,quadratic,50,109.5,
CC,CT2,NH1,quadratic,50,107,
CC,CT2,NH3,quadratic,43.700000000000003,110,
CC,CT2A,CT1,quadratic,52,108,
CC,CT2A,HA2,quadratic,33,109.5,
CC,CT3,HA3,quadratic,33,109.5,
CC,NH2,H,quadratic,50,120,
CD,CA,cae,quadratic,90,90,
CD,CP1,CP2,quadratic,50,112.3,
CD,CP1,HB1,quadratic,50,112,
CD,CP1,N,quadratic,50,108.2,
CD,CP1,NP,quadratic,50,106,
CD,CT1,CS,quadratic,52,108,
CD,CT1,CT1,quadratic,52,108,
CD,CT1,CT2,quadratic,52,108,
CD,CT1,CT2A,quadratic,52,108,
CD,CT1,CT3,quadratic,52,108,
CD,CT1,HA1,quadratic,33,109.5,
CD,CT1,HB1,quadratic,50,109.5,
CD,CT1,NH1,quadratic,50,107,
CD,CT1,OH1,quadratic,75.700000000000003,110.09999999999999,
CD,CT2,CT1,quadratic,52,108,
CD,CT2,CT2,quadratic,52,108,
CD,CT2,CT2A,quadratic,52,108,
CD,CT2,HA2,quadratic,33,109.5,
CD,CT2,HB2,quadratic,50,109.5,
CD,CT2,NH1,quadratic,50,107,
CD,CT2,NH2,quadratic,52,108,
CD,CT2,NH3,quadratic,43.700000000000003,110,
CD,CT2,S,quadratic,28.18,99.560000000000002,
CD,CT3,HA3,quadratic,33,109.5,
CD,OH1,H,quadratic,55,115,
CD,OS,CT2,quadratic,40,109.59999999999999,
CD,OS,CT3,quadratic,40,109.59999999999999,
CE1,CE1,CT2,quadratic,48,123.5,
CE1,CE1,CT3,quadratic,48,123.5,
CE1,CE1,HE1,quadratic,52,119.5,
CE1,CE2,HE2,quadratic,45,120.5,
CE1,CT2,CT3,quadratic,32,112.2,
CE1,CT2,HA2,quadratic,45,111.5,
CE1,CT3,HA3,quadratic,42,111.5,
CE2,CE1,CT2,quadratic,48,126,
CE2,CE1,CT3,quadratic,47,125.2,
CE2,CE1,HE1,quadratic,42,118,
CE2,CE2,HE2,quadratic,55.5,120.5,
CP1,C,N,quadratic,20,112.5,
CP1,C,NH1,quadratic,80,116.5,
CP1,C,O,quadratic,80,118,
CP1,CC,NH2,quadratic,80,112.5,
CP1,CC,O,quadratic,80,118,
CP1,CC,OC,quadratic,40,118,
CP1,CD,OB,quadratic,70,125,
CP1,CD,OS,quadratic,55,109,
CP1,CP2,CP2,quadratic,70,108.5,
CP1,CP2,HA2,quadratic,33.43,110.09999999999999,
CP1,N,CP3,quadratic,100,114.2,
CP1,NP,CP3,quadratic,100,111,
CP1,NP,HC,quadratic,33,109.5,
CP2,CP1,HB1,quadratic,35,118,
CP2,CP1,N,quadratic,70,110.8,
CP2,CP1,NP,quadratic,70,108.5,
CP2,CP2,CP3,quadratic,70,108.5,
CP2,CP2,HA2,quadratic,26.5,110.09999999999999,
CP2,CP3,HA2,quadratic,26.5,110.09999999999999,
CP2,CP3,N,quadratic,70,110.5,
CP2,CP3,NP,quadratic,70,108.5,
CP3,CP2,HA2,quadratic,26.5,110.09999999999999,
CP3,NP,HC,quadratic,33,109.5,
CPB,CT2,HA,quadratic,50,109.5,
CPH1,CPH1,CT2,quadratic,45.799999999999997,130,
CPH1,CPH1,CT2A,quadratic,45.799999999999997,130,
CPH1,CPH1,CT3,quadratic,45.799999999999997,130,
CPH1,CPH1,HR1,quadratic,22,130,
CPH1,CPH1,HR3,quadratic,25,130,
CPH1,CPH1,NR1,quadratic,130,106,
CPH1,CPH1,NR2,quadratic,130,110,
CPH1,CPH1,NR3,quadratic,145,108,
CPH1,CPH1,cae,quadratic,90,90,
CPH1,CT2,CT1,quadratic,58.350000000000001,113,
CPH1,CT2,CT3,quadratic,58.350000000000001,113,
CPH1,CT2,HA2,quadratic,33.43,109.5,
CPH1,CT2A,CT1,quadratic,58.350000000000001,113,
CPH1,CT2A,HA2,quadratic,33.43,109.5,
CPH1,CT3,HA3,quadratic,33.43,109.5,
CPH1,NR1,CPH2,quadratic,130,107.5,
CPH1,NR1,H,quadratic,30,125.5,
CPH1,NR2,CPH2,quadratic,130,104,
CPH1,NR3,CPH2,quadratic,145,108,
CPH1,NR3,H,quadratic,25,126,
CPH1,NR3,cae,quadratic,90,90,
CPH1,NR3,hiff,quadratic,25,126,
CPH2,NR1,H,quadratic,30,127,
CPH2,NR3,H,quadratic,25,126,
CPH2,NR3,cae,quadratic,90,90,
CPH2,NR3,hiff,quadratic,25,126,
CPT,CA,HP,quadratic,30,122,
CPT,CAI,HP,quadratic,30,122,
CPT,CPT,CY,quadratic,85,108,
CPT,CPT,NY,quadratic,95,107.40000000000001,
CPT,CY,CT2,quadratic,30,126.7,
CPT,CY,CT3,quadratic,30,126.7,
CPT,CY,HP,quadratic,32,126.40000000000001,
CPT,NY,H,quadratic,28,126,
CS,CT1,HB1,quadratic,35,111,
CS,CT1,NH1,quadratic,70,113.5,
CS,CT1,NH2,quadratic,67.700000000000003,110,
CS,CT1,NH3,quadratic,67.700000000000003,110,
CS,CT3,HA3,quadratic,34.600000000000001,110.09999999999999,
CT1,C,N,quadratic,20,112.5,
CT1,C,NH1,quadratic,80,116.5,
CT1,C,O,quadratic,80,121,
CT1,CC,NH2,quadratic,50,116.5,
CT1,CC,O,quadratic,15,121,
CT1,CC,OC,quadratic,40,118,
CT1,CD,OB,quadratic,70,125,
CT1,CD,OH1,quadratic,55,110.5,
CT1,CD,OS,quadratic,55,109,
CT1,CS,HA2,quadratic,34.600000000000001,110.09999999999999,
CT1,CS,SS,quadratic,55,118,
CT1,CT1,CT1,quadratic,53.350000000000001,111,
CT1,CT1,CT2,quadratic,53.350000000000001,111,
CT1,CT1,CT3,quadratic,53.350000000000001,108.5,
CT1,CT1,HA1,quadratic,34.5,110.09999999999999,
CT1,CT1,HB1,quadratic,35,111,
CT1,CT1,NH1,quadratic,70,113.5,
CT1,CT1,NH2,quadratic,67.700000000000003,110,
CT1,CT1,NH3,quadratic,67.700000000000003,110,
CT1,CT1,OH1,quadratic,75.700000000000003,110.09999999999999,
CT1,CT1,OPE,quadratic,45,110,
CT1,CT2,CT1,quadratic,58.350000000000001,113.5,
CT1,CT2,CT2,quadratic,58.350000000000001,113.5,
CT1,CT2,CT3,quadratic,58.350000000000001,113.5,
CT1,CT2,CY,quadratic,58.350000000000001,114,
CT1,CT2,HA2,quadratic,26.5,110.09999999999999,
CT1,CT2,OC,quadratic,65,122,
CT1,CT2,OH1,quadratic,75.700000000000003,110.09999999999999,
CT1,CT2,S,quadratic,58,112.5,
CT1,CT2,SM,quadratic,58,112.5,
CT1,CT2,cg1,quadratic,51.799999999999997,107.5,
CT1,CT2A,CT2,quadratic,58.350000000000001,113.5,
CT1,CT2A,HA2,quadratic,26.5,110.09999999999999,
CT1,CT3,CT2,quadratic,58.350000000000001,113.5,
CT1,CT3,HA3,quadratic,33.43,110.09999999999999,
CT1,NH1,H,quadratic,35,117,
CT1,NH2,H,quadratic,50,111,
CT1,NH3,HC,quadratic,30,109.5,
CT1,OH1,H,quadratic,57.5,106,
CT1,OPE,CT1,quadratic,95,109.7,
CT2,C,N,quadratic,20,112.5,
CT2,C,NH1,quadratic,80,116.5,
CT2,C,O,quadratic,80,121,
CT2,CA,cae,quadratic,90,90,
CT2,CC,NH2,quadratic,50,116.5,
CT2,CC,O,quadratic,15,121,
CT2,CC,OC,quadratic,40,118,
CT2,CD,OB,quadratic,70,125,
CT2,CD,OH1,quadratic,55,110.5,
CT2,CD,OS,quadratic,55,109,
CT2,CE1,HE1,quadratic,40,116,
CT2,CPH1,NR1,quadratic,45.799999999999997,124,
CT2,CPH1,NR2,quadratic,45.799999999999997,120,
CT2,CPH1,NR3,quadratic,45.799999999999997,122,
CT2,CT1,CT2,quadratic,58.350000000000001,113.5,
CT2,CT1,CT3,quadratic,53.350000000000001,114,
CT2,CT1,HA1,quadratic,34.5,110.09999999999999,
CT2,CT1,HB1,quadratic,35,111,
CT2,CT1,NH1,quadratic,70,113.5,
CT2,CT1,NH2,quadratic,67.700000000000003,110,
CT2,CT1,NH3,quadratic,67.700000000000003,110,
CT2,CT1,OH1,quadratic,75.700000000000003,110.09999999999999,
CT2,CT1,OPE,quadratic,45,109,
CT2,CT2,CT2,quadratic,58.350000000000001,113.59999999999999,
CT2,CT2,CT3,quadratic,58,115,
CT2,CT2,HA2,quadratic,26.5,110.09999999999999,
CT2,CT2,NC2,quadratic,67.700000000000003,107.5,
CT2,CT2,NH1,quadratic,70,113.5,
CT2,CT2,NH2,quadratic,67.700000000000003,110,
CT2,CT2,NH3,quadratic,67.700000000000003,110,
CT2,CT2,OH1,quadratic,75.700000000000003,110.09999999999999,
CT2,CT2,OPE,quadratic,45,111.5,
CT2,CT2,S,quadratic,58,114.5,
CT2,CT2A,HA2,quadratic,26.5,110.09999999999999,
CT2,CT3,HA3,quadratic,34.600000000000001,110.09999999999999,
CT2,NC2,HC,quadratic,40.399999999999999,120,
CT2,NH1,H,quadratic,35,117,
CT2,NH2,H,quadratic,50,111,
CT2,NH2,HC,quadratic,50,111,
CT2,NH3,HC,quadratic,30,109.5,
CT2,OH1,H,quadratic,57.5,106,
CT2,OPE,CT2,quadratic,95,109.7,
CT2,S,CT3,quadratic,34,95,
CT2,S,HS,quadratic,38.799999999999997,95,
CT2,SM,SM,quadratic,72.5,103.3,
CT2,cg1,cae,quadratic,90,90,
CT2,cg1,cg1,quadratic,45.799999999999997,122.3,
CT2A,CC,OC,quadratic,40,118,
CT2A,CPH1,NR3,quadratic,45.799999999999997,122,
CT2A,CPH1,cae,quadratic,90,90,
CT2A,CT1,HB1,quadratic,35,111,
CT2A,CT1,NH1,quadratic,70,113.5,
CT2A,CT1,NH3,quadratic,67.700000000000003,110,
CT2A,CT2,HA2,quadratic,26.5,110.09999999999999,
CT3,C,N,quadratic,20,112.5,
CT3,C,NH1,quadratic,80,116.5,
CT3,C,O,quadratic,80,121,
CT3,CC,NH2,quadratic,50,116.5,
CT3,CC,O,quadratic,15,121,
CT3,CC,OC,quadratic,40,118,
CT3,CD,OB,quadratic,70,125,
CT3,CD,OH1,quadratic,55,110.5,
CT3,CD,OS,quadratic,55,109,
CT3,CE1,HE1,quadratic,22,117,
CT3,CPH1,NR1,quadratic,45.799999999999997,124,
CT3,CS,HA2,quadratic,34.600000000000001,110.09999999999999,
CT3,CS,SS,quadratic,55,118,
CT3,CT1,CT3,quadratic,53.350000000000001,114,
CT3,CT1,HA1,quadratic,34.5,110.09999999999999,
CT3,CT1,HB1,quadratic,35,111,
CT3,CT1,NH1,quadratic,70,113.5,
CT3,CT1,NH2,quadratic,67.700000000000003,110,
CT3,CT1,NH3,quadratic,67.700000000000003,110,
CT3,CT1,OH1,quadratic,75.700000000000003,110.09999999999999,
CT3,CT2,CT3,quadratic,53.350000000000001,114,
CT3,CT2,CY,quadratic,58.350000000000001,114,
CT3,CT2,HA2,quadratic,34.600000000000001,110.09999999999999,
CT3,CT2,NH3,quadratic,67.700000000000003,110,
CT3,CT2,OC,quadratic,65,122,
CT3,CT2,OH1,quadratic,75.700000000000003,110.09999999999999,
CT3,CT2,S,quadratic,58,114.5,
CT3,CT2,SM,quadratic,58,112.5,
CT3,CT3,HA3,quadratic,37.5,110.09999999999999,
CT3,N,CT3,quadratic,45,121,
CT3,NC2,HC,quadratic,40.399999999999999,120,
CT3,NCH2,CT3,quadratic,42.5,116,
CT3,NH1,H,quadratic,35,117,
CT3,NH2,HC,quadratic,50,111,
CT3,NH3,HC,quadratic,30,109.5,
CT3,OH1,H,quadratic,57.5,106,
CT3,S,HS,quadratic,43,95,
CT3,SM,SM,quadratic,72.5,103.3,
CY,CA,HP,quadratic,32,125,
CY,CA,NY,quadratic,85,110.5,
CY,CT2,HA2,quadratic,55,109.5,
CY,CT3,HA3,quadratic,55,109.5,
H,C,O,quadratic,50,121.7,
H,CA,cae,quadratic,50,90,
H,NH2,H,quadratic,23,120,
H,NR3,cae,quadratic,50,90,
H,OH1,cg1,quadratic,65,108,
H*,O*,H*,quadratic,50,109.47,
H*,OAL2,H*,quadratic,50,109.47,
HA,CT1,OPE,quadratic,45,109.5,
HA,CT2,OPE,quadratic,60,109.5,
HA1,CC,NH2,quadratic,44,111,
HA1,CC,O,quadratic,44,122,
HA1,CT1,HA1,quadratic,35.5,109,
HA1,CT1,OH1,quadratic,45.899999999999999,108.89,
HA2,CP2,HA2,quadratic,35.5,109,
HA2,CP3,HA2,quadratic,35.5,109,
HA2,CP3,N,quadratic,48,108,
HA2,CP3,NP,quadratic,51.5,109.15000000000001,
HA2,CS,HA2,quadratic,35.5,108.40000000000001,
HA2,CS,SS,quadratic,40,112.3,
HA2,CT2,HA2,quadratic,35.5,109,
HA2,CT2,NC2,quadratic,56.5,107.5,
HA2,CT2,NH1,quadratic,51.5,109.5,
HA2,CT2,NH2,quadratic,38,109.5,
HA2,CT2,NH3,quadratic,45,107.5,
HA2,CT2,OC,quadratic,65,118.3,
HA2,CT2,OH1,quadratic,45.899999999999999,108.89,
HA2,CT2,OS,quadratic,60,109.5,
HA2,CT2,S,quadratic,46.100000000000001,111.3,
HA2,CT2,SM,quadratic,38,111,
HA2,CT2,cg1,quadratic,49.299999999999997,107.5,
HA2,CT2A,HA2,quadratic,35.5,109,
HA3,CS,HA3,quadratic,35.5,108.40000000000001,
HA3,CS,SS,quadratic,40,112.3,
HA3,CT3,HA3,quadratic,35.5,108.40000000000001,
HA3,CT3,N,quadratic,50,105,
HA3,CT3,NC2,quadratic,56.5,107.5,
HA3,CT3,NCH2,quadratic,48,113.5,
HA3,CT3,NH1,quadratic,51.5,109.5,
HA3,CT3,NH2,quadratic,38,109.5,
HA3,CT3,NH3,quadratic,45,107.5,
HA3,CT3,OC,quadratic,65,118.3,
HA3,CT3,OH1,quadratic,45.899999999999999,108.89,
HA3,CT3,OS,quadratic,60,109.5,
HA3,CT3,S,quadratic,46.100000000000001,111.3,
HA3,CT3,SM,quadratic,38,111,
HB1,CP1,N,quadratic,48,112,
HB1,CP1,NP,quadratic,51.5,107.5,
HB1,CT1,NH1,quadratic,48,108,
HB1,CT1,NH2,quadratic,38,109.5,
HB1,CT1,NH3,quadratic,51.5,107.5,
HB2,CT2,HB2,quadratic,36,115,
HB2,CT2,NH1,quadratic,48,108,
HB2,CT2,NH2,quadratic,38,109.5,
HB2,CT2,NH3,quadratic,51.5,107.5,
HC,NC2,HC,quadratic,25,120,
HC,NH2,HC,quadratic,39,106.5,
HC,NH3,HC,quadratic,44,109.5,
HC,NP,HC,quadratic,51,107.5,
HE2,CE2,HE2,quadratic,19,119,
HGP1,NN,NN,quadratic,55,102,
HOP,OAP1,PAP,quadratic,50,115,
HOY,OC23,SC4,quadratic,50,115,
HOY,OC24,SC4,quadratic,50,115,
HOY,OC24,SY1,quadratic,50,115,
HOY,OC24,SY2,quadratic,50,115,
HP,CA,NY,quadratic,32,125,
HP,CA,cae,quadratic,50,90,
HR1,C,N,quadratic,43,115,
HR1,C,O,quadratic,44,122,
HR1,CD,O,quadratic,75,121,
HR1,CPH1,NR3,quadratic,22,122,
HR1,CPH1,cae,quadratic,50,90,
HR1,CPH2,NR1,quadratic,25,122.5,
HR1,CPH2,NR2,quadratic,25,125,
HR2,CPH2,NR3,quadratic,32,126,
HR2,CPH2,cae,quadratic,50,90,
HR3,CPH1,NR1,quadratic,25,124,
HR3,CPH1,NR2,quadratic,25,120,
HT,OT,HT,quadratic,55,104.52,
IHOY,atoh,ato2,quadratic,80,101.898,
IHOY,atoh,ato3,quadratic,80,101.898,
IHOY,rtoh,rto2,quadratic,80,138.447,
IHOY,rtoh,rto3,quadratic,80,90,
IHOY,zoh1,zr1,quadratic,250,118,
IHOY,zoh1,zr2,quadratic,250,130,
IHOY,zoh1,zr3,quadratic,250,130,
IHOY,zoh1,zr4,quadratic,250,118,
IHOY,zoh2,zr1,quadratic,250,100,
IHOY,zoh2,zr2,quadratic,250,108,
IHOY,zoh2,zr3,quadratic,250,108,
IHOY,zoh2,zr4,quadratic,250,100,
N,C,O,quadratic,80,122.5,
NC2,C,NC2,quadratic,40,120,
NCH2,CA,cae,quadratic,90,90,
NH1,C,O,quadratic,80,122.5,
NH2,CC,O,quadratic,75,122.5,
NN,CA,cae,quadratic,90,90,
NR1,CPH2,NR2,quadratic,130,112.5,
NR3,CPH1,cae,quadratic,90,90,
NR3,CPH2,NR3,quadratic,145,108,
NR3,CPH2,cae,quadratic,90,90,
OAP1,PAP,OAP1,quadratic,125,109.47,
OB,CD,OH1,quadratic,50,123,
OB,CD,OS,quadratic,90,125.90000000000001,
OC,CC,OC,quadratic,100,124,
OC,S,OC,quadratic,130,109.47,
OC1,SC1,OC1,quadratic,160,109.5,
OC23,SC4,OC23,quadratic,100,109.5,
OC23,SC4,OC24,quadratic,100,109.5,
OC24,AYT1,OC24,quadratic,100,109.5,
OC24,AYT1,OY1,quadratic,100,109.5,
OC24,AYT1,OY2,quadratic,100,109.5,
OC24,AYT1,OY3,quadratic,100,109.5,
OC24,AYT1,OY4,quadratic,100,109.5,
OC24,AYT1,OY7,quadratic,100,109.5,
OC24,AYT2,OC24,quadratic,100,109.5,
OC24,AYT2,OY1,quadratic,100,109.5,
OC24,AYT2,OY2,quadratic,100,109.5,
OC24,AYT2,OY3,quadratic,100,109.5,
OC24,AYT2,OY5,quadratic,100,109.5,
OC24,AYT2,OY8,quadratic,100,109.5,
OC24,SC4,OC24,quadratic,100,109.5,
OC24,SY1,OC24,quadratic,100,109.5,
OC24,SY1,OY1,quadratic,100,109.5,
OC24,SY1,OY2,quadratic,100,109.5,
OC24,SY1,OY3,quadratic,100,109.5,
OC24,SY1,OY4,quadratic,100,109.5,
OC24,SY1,OY7,quadratic,100,109.5,
OC24,SY2,OC24,quadratic,100,109.5,
OC24,SY2,OY1,quadratic,100,109.5,
OC24,SY2,OY2,quadratic,100,109.5,
OC24,SY2,OY3,quadratic,100,109.5,
OC24,SY2,OY5,quadratic,100,109.5,
OC24,SY2,OY8,quadratic,100,109.5,
OC3,AC1,OC3,quadratic,110,111.5,
OC3,AC1,OC4,quadratic,110,105,
OC4,AC1,OC4,quadratic,110,121,
OH1,CA,cae,quadratic,90,90,
OH1,CT1,OPE,quadratic,45,116.5,
OH1,cg1,cae,quadratic,90,90,
OH1,cg1,cg1,quadratic,45.200000000000003,120,
OY1,AYT1,OY2,quadratic,170,110,
OY1,AYT1,OY3,quadratic,170,107,
OY1,AYT1,OY4,quadratic,170,110,
OY1,AYT1,OY7,quadratic,170,110,
OY1,AYT2,OY2,quadratic,170,107,
OY1,AYT2,OY3,quadratic,170,107.3,
OY1,AYT2,OY5,quadratic,170,110.2,
OY1,AYT2,OY8,quadratic,170,110.2,
OY1,SY1,OY2,quadratic,170,110,
OY1,SY1,OY3,quadratic,170,107,
OY1,SY1,OY4,quadratic,170,110,
OY1,SY1,OY7,quadratic,170,110,
OY1,SY2,OY2,quadratic,170,107,
OY1,SY2,OY3,quadratic,170,107.3,
OY1,SY2,OY5,quadratic,170,110.2,
OY1,SY2,OY8,quadratic,170,110.2,
OY2,AYT1,OY3,quadratic,170,106.7,
OY2,AYT1,OY4,quadratic,170,112.5,
OY2,AYT1,OY7,quadratic,170,112.5,
OY2,AYT2,OY3,quadratic,170,109.59999999999999,
OY2,AYT2,OY5,quadratic,170,112.2,
OY2,AYT2,OY8,quadratic,170,112.2,
OY2,SY1,OY3,quadratic,170,106.7,
OY2,SY1,OY4,quadratic,170,112.5,
OY2,SY1,OY7,quadratic,170,112.5,
OY2,SY2,OY3,quadratic,170,109.59999999999999,
OY2,SY2,OY5,quadratic,170,112.2,
OY2,SY2,OY8,quadratic,170,112.2,
OY3,AYT1,OY4,quadratic,170,110.3,
OY3,AYT1,OY7,quadratic,170,110.3,
OY3,AYT2,OY5,quadratic,170,110.40000000000001,
OY3,AYT2,OY8,quadratic,170,110.40000000000001,
OY3,SY1,OY4,quadratic,170,110.3,
OY3,SY1,OY7,quadratic,170,110.3,
OY3,SY2,OY5,quadratic,170,110.40000000000001,
OY3,SY2,OY8,quadratic,170,110.40000000000001,
OY4,AY1,OY5,quadratic,170,92.799999999999997,
OY4,AY1,OY6,quadratic,170,92.700000000000003,
OY4,AY1,OY7,quadratic,170,78.400000000000006,
OY4,AY1,OY8,quadratic,170,98.200000000000003,
OY4,AY1,OY9,quadratic,170,167.09999999999999,
OY4,AY2,OY5,quadratic,170,92.900000000000006,
OY4,AY2,OY6,quadratic,170,94.700000000000003,
OY4,AY2,OY7,quadratic,170,78.400000000000006,
OY4,AY2,OY8,quadratic,170,166.69999999999999,
OY4,AY2,OY9,quadratic,170,95.599999999999994,
OY5,AY1,OY6,quadratic,170,94.799999999999997,
OY5,AY1,OY7,quadratic,170,166.69999999999999,
OY5,AY1,OY8,quadratic,170,78.400000000000006,
OY5,AY1,OY9,quadratic,170,95.799999999999997,
OY5,AY2,OY6,quadratic,170,92.900000000000006,
OY5,AY2,OY7,quadratic,170,98.200000000000003,
OY5,AY2,OY8,quadratic,170,78.400000000000006,
OY5,AY2,OY9,quadratic,170,167.30000000000001,
OY6,AY1,OY7,quadratic,170,95.599999999999994,
OY6,AY1,OY8,quadratic,170,167.30000000000001,
OY6,AY1,OY9,quadratic,170,77,
OY6,AY2,OY7,quadratic,170,167.09999999999999,
OY6,AY2,OY8,quadratic,170,95.799999999999997,
OY6,AY2,OY9,quadratic,170,77,
OY7,AY1,OY8,quadratic,170,92.900000000000006,
OY7,AY1,OY9,quadratic,170,94.700000000000003,
OY7,AY2,OY8,quadratic,170,92.799999999999997,
