atom_type,element,mass_amu,vdw_style,lj_a,lj_b,notes
ayt2,Al,26.981538772583008,lj_ab_12_6,,,4 Aluminum defect of sy2 (+0.8)
az,Al,26.982000350952148,lj_ab_12_6,,,0 Aluminium in alumino-silicate
br,Br,79.90899658203125,lj_ab_12_6,3572030,1195,1 Bromine bonded to a carbon
c,C,12.011150360107422,lj_ab_12_6,1981049.2250000001,1125.998,4 Sp3 aliphatic carbon
"c""",C,12.011150360107422,lj_ab_12_6,,,"3 Carbon in carbonyl group, non_amides"
c$,C,12.011150360107422,lj_ab_12_6,,,4 Carbon atom for automatic parameter assignment
c',C,12.011150360107422,lj_ab_12_6,2968753.3590000002,1325.7081000000001,3 Sp2 carbon in carbonyl (C=O) group
c*,C,12.011150360107422,lj_ab_12_6,,,"3 Carbon in carbonyl group, non_amides"
c+,C,12.011150360107422,lj_ab_12_6,,,3 C in guanidinium group
c-,C,12.011150360107422,lj_ab_12_6,,,3 Carbon in charged carboxylate (COO-) group
c1,C,12.011150360107422,lj_ab_12_6,,,"4 Sp3 carbon bonded to 1 H, 3 Heavy atoms"
c2,C,12.011150360107422,lj_ab_12_6,,,"4 Sp3 carbon bonded to 2 H's, 2 heavy atoms"
c3,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in methyl (CH3) group
c3h,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in 3-membered ring with hydrogens
c3m,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in 3-membered ring
c4h,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in 4-membered ring with hydrogens
c4m,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in 4-membered ring
c5,C,12.011150360107422,lj_ab_12_6,,,3 Sp2 aromatic carbon in five membered ring
c=,C,12.011150360107422,lj_ab_12_6,,,3 Non-aromatic end doubly bonded carbon
c=1,C,12.011150360107422,lj_ab_12_6,,,"3 Non-aromatic, next to end doubly bonded carbon"
c=2,C,12.011150360107422,lj_ab_12_6,,,3 Non-aromatic doubly bonded carbon
ca,C,12.011150360107422,lj_ab_12_6,,,4 General amino acid alpha carbon (sp3)
ca+,Ca,40.079799652099609,lj_ab_12_6,119025,240.25,"Calcium ion Ca2+, mass = mass of Ca - 2*electron mass."
ca++,Ca,40.080001831054688,lj_ab_12_6,579343,819.77999999999997,0 Calcium ion in Ca3SiO5 (+1.5) and organic salts
ca+a,Ca,40.080001831054688,lj_ab_12_6,250183,387.44,0 Calcium ion in Ca3Al2O6 (+1.5)
ca+h,Ca,40.080001831054688,lj_ab_12_6,216826,335.77999999999997,0 Calcium ion in hydroxyapatite (+1.5)
ce1,C,12.011150360107422,lj_ab_12_6,1006600,491.51999999999998,4 Carbon atom in backbone or terminal group in PEO
cg,C,12.011150360107422,lj_ab_12_6,1790340.7239999999,528.4819,4 Sp3 alpha carbon in glycine
ci,C,12.011150360107422,lj_ab_12_6,,,3 Aromatic carbon in a charged imidazole ring (HIS+)
ci,C,12.011150360107422,lj_ab_12_6,,,3 Sp2 aromatic carbon in charged imidazole ring (His+)
cl,Cl,35.452999114990234,lj_ab_12_6,1059166,541,1 Chlorine bonded to a carbon
cn,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 Carbon bonded to N
co,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in acetals
coh,C,12.011150360107422,lj_ab_12_6,,,4 Sp3 carbon in acetals with hydrogen
cp,C,12.011150360107422,lj_ab_12_6,,,3 Sp2 aromatic carbon (partial double bonds)
cr,C,12.011150360107422,lj_ab_12_6,,,3 Carbon in guanidinium group (HN=C(NH2)2)
cs,C,12.011150360107422,lj_ab_12_6,,,3 Sp2 carbon involved in thiophene
ct,C,12.011150360107422,lj_ab_12_6,,,2 Sp carbon involved in triple bond
d,D,2.0139999389648438,lj_ab_12_6,,,1 General Deuterium Atom
dw,D,2.0139999389648438,lj_ab_12_6,,,1 Deuterium in heavy water
et5,Lp,0.5,lj_ab_12_6,0.001,0.002,1 Electron pair in TIP5P water/ether model (shown as He)
f,F,18.99839973449707,lj_ab_12_6,201106,235.19999999999999,1 Fluorine bonded to a carbon
h,H,1.0079699754714966,lj_ab_12_6,7108.4660000000003,32.870759999999997,1 Hydrogen bonded to C. Masses from CRC 1973/74 pages B-250.
h$,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen atom for automatic parameter assignment
h*,H,1.0079699754714966,lj_ab_12_6,1e-08,0,1 Hydrogen in water molecule
h+,H,1.0079699754714966,lj_ab_12_6,,,1 Charged hydrogen in cations
ha1,H,1.0079699754714966,lj_ab_12_6,1e-08,0,1 Hydrogen atom in terminal OH group in PEO (+0.4)
hc,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen bonded to carbon
he,He,4.0026001930236816,lj_ab_12_6,6315.5582000000004,22.649529999999999,0 Helium atom
he1,H,1.0079699754714966,lj_ab_12_6,7483,34.600000000000001,1 Hydrogen atom in backbone or terminal group in PEO
hi,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen in charged imidazole ring
hn,H,1.0079699754714966,lj_ab_12_6,1e-08,0,1 Hydrogen bonded to N
ho,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen bonded to O
hoc,H,1.0079699754714966,lj_ab_12_6,0.039899999999999998,0.048899999999999999,1 Hydrogen atom in OH group of ettringite (+0.35) and in superficial hydroxide ions (+0.3)
hok,H,1.0080000162124634,lj_ab_12_6,0.039899999999999998,0.048899999999999999,1 Hydrogen atom in AlOH surface group in kaolinite (0.2)
hop,H,1.0080000162124634,lj_ab_12_6,1e-08,0,1 Hydrogen atom in hydrogenphosphate and in hydroxide ion in apatite (+0.4 and +0.2)
hoy,H,1.0080000162124634,lj_ab_12_6,0.039899999999999998,0.048899999999999999,"1 Hydrogen atom in (Al,Mg,Si)OH and OH- groups in clay, silica, cement (excl. ettr)"
hp,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen bonded to P
hs,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen bonded to S
hspc,H,1.0079699754714966,lj_ab_12_6,1e-08,0,1 Hydrogen in SPC water molecule
ht5,H,1.0079699754714966,lj_ab_12_6,0.001,0.002,1 Hydrogen atom in TIP5P water model
htip,H,1.0079699754714966,lj_ab_12_6,1e-08,0,1 Hydrogen in TIP water molecule
hw,H,1.0079699754714966,lj_ab_12_6,,,1 Hydrogen in water molecule
i,I,126.90450286865234,lj_ab_12_6,,,1 Covalently bound Iodine
k+,K,39.098300933837891,lj_ab_12_6,1813100,1204.4000000000001,"0 Potassium ion in mica, montmorillonite, and other clays (+1.0)"
lp,L,0.0010969999711960554,lj_ab_12_6,,,1 Lone Pair (massless)
lp,L,1,lj_ab_12_6,,,1 Lone Pair
mg,mg,100,lj_ab_12_6,3149175,710,0 Magnesium
n,N,14.006699562072754,lj_ab_12_6,2266872.3999999999,1230.557,"3 Sp2 nitrogen with 1 H, 2 heavy atoms (amide group)"
n$,N,14.006699562072754,lj_ab_12_6,,,3 Nitrogen atom for automatic parameter assignment
n+,N,14.006699562072754,lj_ab_12_6,,,4 Sp3 nitrogen in protonated amines
n1,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in charged arginine
n2,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen (NH2 in the guanidinium group (HN=C(NH2)2))
n3,N,14.006699562072754,lj_ab_12_6,,,3 Sp3 nitrogen with three substituents
n3m,N,14.006699562072754,lj_ab_12_6,,,3 Sp3 nitrogen in 3- membered ring
n3n,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in 3- membered ring
n4,N,14.006699562072754,lj_ab_12_6,,,4 Sp3 nitrogen with four substituents
n4m,N,14.006699562072754,lj_ab_12_6,,,3 Sp3 nitrogen in 4- membered ring
n4n,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in 4- membered ring
n=,N,14.006699562072754,lj_ab_12_6,,,2 Non-aromatic end double bonded nitrogen
n=1,N,14.006699562072754,lj_ab_12_6,,,"2 Non-aromatic, next to end doubly bonded carbon"
n=2,N,14.006699562072754,lj_ab_12_6,,,2 Non-aromatic doubly bonded nitrogen
na,N,14.006699562072754,lj_ab_12_6,,,3 Sp3 nitrogen in amines
na+,Na,22.989799499511719,lj_ab_12_6,96792,190.77000000000001,"0 Sodium ion in silica, clays, and organic salts"
nb,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in aromatic amines
nh,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in 5-or 6- membered ring with hydrogen attached
nh+,N,14.006699562072754,lj_ab_12_6,,,3 Protonated nitrogen in 6- membered ring with hydrogen attached
nho,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in 6- membered ring next to a carbonyl group and with a hydrogen
ni,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in a charged imidazole ring (HIS+)
nn,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in aromatic amines
no,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in nitro group
np,N,14.006699562072754,lj_ab_12_6,,,2 Sp2 aromatic nitrogen (partial double bonds)
npc,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen in 5- or 6- membered ring bonded to a heavy atom
nr,N,14.006699562072754,lj_ab_12_6,,,3 Sp2 nitrogen (NH2) in guanidinium group (HN=C(NH2)2)
nt,N,14.006699562072754,lj_ab_12_6,,,1 Sp nitrogen involved in triple bond
nu,D,12,lj_ab_12_6,1e-08,0,NULL atom for relative free energy
nz,N,14.006699562072754,lj_ab_12_6,,,1 Sp nitrogen in N2
o,O,15.99940013885498,lj_ab_12_6,,,2 Sp3 oxygen in ether or ester groups
o$,O,15.99940013885498,lj_ab_12_6,,,2 Oxygen atom for automatic parameter assignment
o',O,15.99940013885498,lj_ab_12_6,272894.78460000001,498.87880000000001,1 Oxygen in carbonyl (C=O) group
o*,O,15.99940013885498,lj_ab_12_6,629358,625.5,2 Oxygen in water molecule
o-,O,15.99940013885498,lj_ab_12_6,,,1 Oxygen in charged carboxylate (COO-) group
o3e,O,15.99940013885498,lj_ab_12_6,,,2 Sp3 oxygen in three membered ring
o4e,O,15.99940013885498,lj_ab_12_6,,,2 Sp3 oxygen in four membered ring
oa1,O,15.99940013885498,lj_ab_12_6,348200,613.20000000000005,2 Oxygen atom in terminal OH group in PEO (-0.6)
oap1,O,15.99940013885498,lj_ab_12_6,167049,216.27000000000001,1 Oxygen atom in (hydrogen)phosphate ion in hydroxyapatite (-0.8 to -0.6)
oap2,O,15.99940013885498,lj_ab_12_6,526636,410.51999999999998,1 Oxygen atom in hydroxide ion in hydroxyapatite (-1.1)
oat5,O,14.99940013885498,lj_ab_12_6,272900,498.89999999999998,2 Oxygen atom in terminal OH group in PEO with lone pairs et5 attached (et5=-0.18)
oc,O,15.99940013885498,lj_ab_12_6,,,2 Sp3 oxygen in ether or acetals
oc1,O,15.99940013885498,lj_ab_12_6,66807,136.77000000000001,1 Oxygen atom silicate ion in Ca3SiO5 (-1.0)
oc2,O,15.99940013885498,lj_ab_12_6,236545,257.36000000000001,0 Oxide ion in Ca3SiO5 (-1.5)
oc23,O,15.99940013885498,lj_ab_12_6,164569,188.53999999999999,2 Oxygen atom in bulk silica (-0.55)
oc24,O,15.99940013885498,lj_ab_12_6,371804,425.95999999999998,"2 Oxygen atom on silica surface and clay edges (-0.675 in Si-OH, -0.9 in SiO-)"
oc3,O,15.99940013885498,lj_ab_12_6,270338,294.12,2 Oxygen atom in aluminate ring in Ca3Al2O6 (-0.75)
oc4,O,15.99940013885498,lj_ab_12_6,190914,247.16999999999999,1 Oxygen atom in apical position in Ca3Al2O6 (-1.35)
oc5,O,15.99940013885498,lj_ab_12_6,365708,418.97000000000003,"2 Oxygen atom in ettringite, Al(OH)6 unit (-0.9) and in superficial hydroxide ions (-1.05)"
oe,O,15.99940013885498,lj_ab_12_6,,,2 Sp3 oxygen in ester
oe1,O,15.99940013885498,lj_ab_12_6,272894.78460000001,498.87880000000001,2 Oxygen atom in PEO backbone
oet5,O,14.99940013885498,lj_ab_12_6,,,2 Oxygen atom in PEO backbone with lone pairs et5 attached (et5=-0.12)
of,O,15.99940013885498,lj_ab_12_6,,,2 Oxygen
oh,O,15.99940013885498,lj_ab_12_6,,,2 Oxygen in hydroxyl (OH) group
op,O,15.99940013885498,lj_ab_12_6,,,2 Oxygen in aromatic rings. e.g. furan
ospc,O,15.99940013885498,lj_ab_12_6,629358,625.5,2 Oxygen in SPC water molecule
ot5,O,14.99940013885498,lj_ab_12_6,454935,539.59000000000003,2 Oxygen atom in TIP5P water model
otip,O,15.99940013885498,lj_ab_12_6,582000,595,2 Oxygen in TIP3P water molecule
oy1,O,15.99940013885498,lj_ab_12_6,84480,91.900000000000006,"2 Oxygen atom in silicate sheet, surface (-0.55, -0.783 if next to Al defect)"
oy2,O,15.99940013885498,lj_ab_12_6,,,"2 Oxygen atom in silicate sheet, surface (-0.55, -0.783 if next to Al defect)"
oy3,O,15.99940013885498,lj_ab_12_6,,,"2 Oxygen atom in silicate sheet, surface (-0.55, -0.783 if next to Al defect)"
oy4,O,15.99940013885498,lj_ab_12_6,84480,91.900000000000006,"3 Oxygen atom in octahedral aluminate sheet (-0.758, -0.867 if next to Mg defect)"
oy5,O,15.99940013885498,lj_ab_12_6,,,"3 Oxygen atom in octahedral aluminate sheet (-0.758, -0.867 if next to Mg defect)"
oy6,O,15.99940013885498,lj_ab_12_6,,,"3 Oxygen atom in octahedral aluminate sheet (-0.683, -0.792 if next to Mg defect)"
oy7,O,15.99940013885498,lj_ab_12_6,,,"3 Oxygen atom in octahedral aluminate sheet (-0.758, -0.867 if next to Mg defect)"
oy8,O,15.99940013885498,lj_ab_12_6,,,"3 Oxygen atom in octahedral aluminate sheet (-0.758, -0.867 if next to Mg defect)"
oy9,O,15.99940013885498,lj_ab_12_6,,,"3 Oxygen atom in octahedral aluminate sheet (-0.683, -0.792 if next to Mg defect)"
oz,O,15.99940013885498,lj_ab_12_6,272894.78460000001,498.87880000000001,1 Oxygen in Zeolite
p,P,30.973800659179688,lj_ab_12_6,6025894,2195.5999999999999,4 General phosphorous atom
p$,P,30.973800659179688,lj_ab_12_6,,,4 Phosphorous atom for automatic parameter assignment
pap,P,30.973800659179688,lj_ab_12_6,11188700,3540,4 Phosphorus atom in (hydrogen)phosphate ion in hydroxyapatite (+1.0)
pz,P,30.973800659179688,lj_ab_12_6,,,1 Phosphorous atom in ALPO type structure
s,S,32.063999176025391,lj_ab_12_6,365906.40000000002,250.80000000000001,2 Sulfur in methionine (C-S-C) group
s$,S,32.063999176025391,lj_ab_12_6,,,2 Sulfur atom for automatic parameter assignment
s',S,32.063999176025391,lj_ab_12_6,1395550.1000000001,956.80799999999999,2 Sulfur in thioketone (>C=S) group
s-,S,32.063999176025391,lj_ab_12_6,,,1 Partial double sulfur bonded to something then bonded to another
s1,S,32.063999176025391,lj_ab_12_6,,,2 Sulfur involved in S-S disulfide bond
s3e,S,32.063999176025391,lj_ab_12_6,,,2 Sulfur in three membered ring
s4e,S,32.063999176025391,lj_ab_12_6,,,2 Sulfur in four membered ring
sc,S,32.063999176025391,lj_ab_12_6,,,2 Sp3 sulfur in methionines (C-S-C) group
sc1,Si,28.086000442504883,lj_ab_12_6,40152000,9050.3999999999996,4 Silicon atom in silicate ion in Ca3SiO5 (+1.0)
sc4,Si,28.086000442504883,lj_ab_12_6,2426940,950.16999999999996,"4 Silicon atom in silica (+1.1 in bulk SiO2 or SiOH, +0.725 in SiO-)"
sh,S,32.063999176025391,lj_ab_12_6,,,2 Sulfur in sulfhydryl (-SH) group
si,Si,28.086000442504883,lj_ab_12_6,3149175,710,4 Silicon
sp,S,32.063999176025391,lj_ab_12_6,,,2 Sulfur in thiophene
sy1,Si,28.086000442504883,lj_ab_12_6,838900,409.60000000000002,4 Silicon atom in tetrahedral silicate sheet (+1.1)
sy2,Si,28.086000442504883,lj_ab_12_6,,,4 Silicon atom in tetrahedral silicate sheet (+1.1)
sz,Si,28.086000442504883,lj_ab_12_6,3149175,710,1 Silicon atom in a Zeolite or Silicate
